Type,X,Y,BB Width,BB Height,filename,Image Width,Image Height
picture,34,25,331,245,video13_3_4_shot8.jpg,640,360
instructor,384,73,223,287,video13_3_4_shot8.jpg,640,360
text box,69,289,203,16,video13_3_4_shot8.jpg,640,360
instructor,331,52,256,307,video13_3_5_shot3.jpg,640,360
text box,37,33,235,25,video13_3_5_shot3.jpg,640,360
figure,71,89,280,105,video13_3_5_shot3.jpg,640,360
text box,73,215,221,52,video13_3_5_shot3.jpg,640,360
figure,95,298,208,25,video13_3_5_shot3.jpg,640,360
instructor,268,49,309,310,video13_3_5_shot4.jpg,640,360
figure,76,33,55,46,video13_3_5_shot4.jpg,640,360
handwriting,99,42,255,267,video13_3_5_shot4.jpg,640,360
instructor,269,57,321,303,video13_3_5_shot5.jpg,640,360
handwriting,55,40,335,239,video13_3_5_shot5.jpg,640,360
text box,27,12,69,13,video13_3_6_shot2.jpg,640,360
figure,28,185,175,72,video13_3_6_shot2.jpg,640,360
instructor,375,63,228,297,video13_3_6_shot2.jpg,640,360
handwriting,44,161,247,185,video13_3_6_shot2.jpg,640,360
picture,47,35,136,136,video13_3_6_shot2.jpg,640,360
text box,27,91,325,19,video13_3_7_shot1.jpg,640,360
text box,29,123,355,42,video13_3_7_shot1.jpg,640,360
text box,29,174,345,43,video13_3_7_shot1.jpg,640,360
title,36,33,265,22,video13_3_7_shot1.jpg,640,360
instructor,379,56,220,303,video13_3_7_shot1.jpg,640,360
text box,41,239,260,43,video13_3_7_shot1.jpg,640,360
figure,33,39,248,25,video13_3_7_shot3.jpg,640,360
instructor,353,52,226,307,video13_3_7_shot3.jpg,640,360
picture,37,84,191,197,video13_3_7_shot3.jpg,640,360
picture,189,209,42,108,video13_3_8_shot1.jpg,640,360
instructor,340,55,231,305,video13_3_8_shot1.jpg,640,360
text box,36,189,151,14,video13_3_8_shot1.jpg,640,360
text box,44,115,96,16,video13_3_8_shot1.jpg,640,360
text box,44,25,118,12,video13_3_8_shot1.jpg,640,360
figure,57,55,113,31,video13_3_8_shot1.jpg,640,360
figure,60,143,139,19,video13_3_8_shot1.jpg,640,360
picture,63,249,66,67,video13_3_8_shot1.jpg,640,360
figure,30,128,128,61,video13_3_8_shot2.jpg,640,360
instructor,302,51,259,308,video13_3_8_shot2.jpg,640,360
figure,32,33,137,61,video13_3_8_shot2.jpg,640,360
picture,31,26,286,108,video13_3_8_shot3.jpg,640,360
picture,33,168,297,107,video13_3_8_shot3.jpg,640,360
instructor,346,58,230,302,video13_3_8_shot3.jpg,640,360
picture,180,24,301,175,video14_1_1_shot13.jpg,640,360
text box,81,243,357,68,video14_1_1_shot13.jpg,640,360
text box,101,131,437,54,video14_1_1_shot35.jpg,640,360
text box,400,222,114,26,video14_1_1_shot35.jpg,640,360
text box,201,226,76,24,video14_1_1_shot144.jpg,640,360
text box,200,131,307,29,video14_1_1_shot144.jpg,640,360
text box,200,195,399,28,video14_1_1_shot144.jpg,640,360
text box,201,165,144,26,video14_1_1_shot144.jpg,640,360
title,269,60,205,29,video14_1_1_shot144.jpg,640,360
picture,43,138,130,105,video14_1_1_shot144.jpg,640,360
text box,271,127,331,63,video16_1_2_shot0.jpg,640,360
text box,358,228,146,18,video16_1_2_shot0.jpg,640,360
text box,396,276,69,18,video16_1_2_shot0.jpg,640,360
instructor,51,20,195,339,video16_1_2_shot0.jpg,640,360
text box,266,103,330,147,video16_1_2_shot2.jpg,640,360
title,311,45,243,45,video16_1_2_shot2.jpg,640,360
text box,362,255,251,36,video16_1_2_shot2.jpg,640,360
instructor,38,20,197,341,video16_1_2_shot2.jpg,640,360
text box,252,307,300,10,video16_1_2_shot3.jpg,640,360
chart,257,72,337,229,video16_1_2_shot3.jpg,640,360
text box,270,43,327,23,video16_1_2_shot3.jpg,640,360
instructor,46,22,218,338,video16_1_2_shot3.jpg,640,360
text box,254,297,365,29,video16_1_2_shot6.jpg,640,360
picture,271,94,336,181,video16_1_2_shot6.jpg,640,360
title,276,63,322,25,video16_1_2_shot6.jpg,640,360
instructor,32,22,218,339,video16_1_2_shot6.jpg,640,360
text box,273,67,81,237,video16_1_2_shot8.jpg,640,360
text box,400,66,56,225,video16_1_2_shot8.jpg,640,360
instructor,48,21,182,339,video16_1_2_shot8.jpg,640,360
text box,501,72,100,231,video16_1_2_shot8.jpg,640,360
text box,292,164,125,23,video16_1_2_shot9.jpg,640,360
text box,293,247,201,25,video16_1_2_shot9.jpg,640,360
text box,295,206,326,23,video16_1_2_shot9.jpg,640,360
text box,295,79,143,26,video16_1_2_shot9.jpg,640,360
text box,296,121,328,24,video16_1_2_shot9.jpg,640,360
text box,297,289,179,20,video16_1_2_shot9.jpg,640,360
instructor,49,21,177,333,video16_1_2_shot9.jpg,640,360
title,284,76,333,41,video16_1_2_shot18.jpg,640,360
text box,286,144,131,140,video16_1_2_shot18.jpg,640,360
instructor,37,18,190,341,video16_1_2_shot18.jpg,640,360
chart,318,136,301,181,video16_1_2_shot23.jpg,640,360
text box,349,97,124,18,video16_1_2_shot23.jpg,640,360
title,350,66,229,27,video16_1_2_shot23.jpg,640,360
instructor,48,18,187,341,video16_1_2_shot23.jpg,640,360
text box,260,103,311,30,video16_1_3_shot7.jpg,640,360
text box,260,185,338,37,video16_1_3_shot7.jpg,640,360
text box,260,233,302,41,video16_1_3_shot7.jpg,640,360
text box,263,135,299,42,video16_1_3_shot7.jpg,640,360
text box,263,61,282,41,video16_1_3_shot7.jpg,640,360
instructor,46,21,175,339,video16_1_3_shot7.jpg,640,360
text box,381,302,252,24,video16_1_3_shot7.jpg,640,360
text box,278,156,249,25,video16_1_3_shot12.jpg,640,360
text box,279,195,284,48,video16_1_3_shot12.jpg,640,360
text box,281,260,310,22,video16_1_3_shot12.jpg,640,360
title,281,90,319,40,video16_1_3_shot12.jpg,640,360
instructor,75,19,209,338,video16_1_3_shot12.jpg,640,360
chart,517,180,84,105,video16_1_3_shot18.jpg,640,360
picture,310,64,103,79,video16_1_3_shot18.jpg,640,360
text box,429,302,203,21,video16_1_3_shot18.jpg,640,360
picture,457,65,101,77,video16_1_3_shot18.jpg,640,360
instructor,55,19,185,341,video16_1_3_shot18.jpg,640,360
chart,275,182,84,105,video16_1_3_shot18.jpg,640,360
chart,388,181,89,105,video16_1_3_shot18.jpg,640,360
text box,257,110,352,59,video16_1_3_shot19.jpg,640,360
text box,257,178,354,38,video16_1_3_shot19.jpg,640,360
text box,257,226,352,57,video16_1_3_shot19.jpg,640,360
text box,257,45,348,57,video16_1_3_shot19.jpg,640,360
text box,366,300,231,17,video16_1_3_shot19.jpg,640,360
instructor,51,24,163,335,video16_1_3_shot19.jpg,640,360
picture,250,96,380,221,video16_1_3_shot26.jpg,640,360
title,254,53,211,20,video16_1_3_shot26.jpg,640,360
instructor,32,19,179,340,video16_1_3_shot26.jpg,640,360
text box,533,274,98,44,video16_1_3_shot26.jpg,640,360
instructor,24,20,190,339,video16_1_3_shot27.jpg,640,360
text box,254,235,160,63,video16_1_3_shot27.jpg,640,360
title,254,53,211,20,video16_1_3_shot27.jpg,640,360
text box,256,161,208,65,video16_1_3_shot27.jpg,640,360
text box,256,87,248,67,video16_1_3_shot27.jpg,640,360
text box,533,274,98,45,video16_1_3_shot27.jpg,640,360
picture,251,106,376,114,video16_1_3_shot30.jpg,640,360
text box,319,248,237,16,video16_1_3_shot30.jpg,640,360
instructor,35,20,178,341,video16_1_3_shot30.jpg,640,360
title,253,53,148,18,video16_1_3_shot33.jpg,640,360
picture,258,110,66,62,video16_1_3_shot33.jpg,640,360
text box,260,190,77,51,video16_1_3_shot33.jpg,640,360
picture,381,112,48,60,video16_1_3_shot33.jpg,640,360
text box,384,190,86,58,video16_1_3_shot33.jpg,640,360
instructor,43,21,184,338,video16_1_3_shot33.jpg,640,360
text box,511,190,79,38,video16_1_3_shot33.jpg,640,360
picture,514,119,46,55,video16_1_3_shot33.jpg,640,360
text box,276,132,281,14,video16_1_3_shot34.jpg,640,360
text box,277,204,162,16,video16_1_3_shot34.jpg,640,360
title,277,59,316,43,video16_1_3_shot34.jpg,640,360
text box,278,169,161,15,video16_1_3_shot34.jpg,640,360
text box,278,241,277,14,video16_1_3_shot34.jpg,640,360
text box,278,278,263,15,video16_1_3_shot34.jpg,640,360
instructor,3,23,263,336,video16_1_3_shot34.jpg,640,360
picture,237,28,379,294,video16_1_4_shot1.jpg,640,360
instructor,41,22,215,336,video16_1_4_shot1.jpg,640,360
picture,232,29,399,298,video16_1_4_shot2.jpg,640,360
instructor,49,18,192,343,video16_1_4_shot2.jpg,640,360
text box,293,83,313,215,video16_1_6_shot3.jpg,640,360
instructor,62,23,193,336,video16_1_6_shot3.jpg,640,360
text box,289,89,335,191,video16_1_7_shot0.jpg,638,360
instructor,40,25,253,335,video16_1_7_shot0.jpg,638,360
text box,327,91,233,190,video16_2_1_shot0.jpg,640,360
instructor,53,17,192,344,video16_2_1_shot0.jpg,640,360
instructor,19,23,309,337,video16_2_2_shot1.jpg,640,360
text box,267,149,327,24,video16_2_2_shot1.jpg,640,360
text box,269,187,340,25,video16_2_2_shot1.jpg,640,360
title,266,99,360,20,video16_2_2_shot1.jpg,640,360
text box,268,227,173,23,video16_2_2_shot1.jpg,640,360
title,250,51,114,20,video16_2_2_shot13.jpg,640,360
text box,261,92,342,124,video16_2_2_shot13.jpg,640,360
instructor,55,18,266,341,video16_2_2_shot13.jpg,640,360
text box,384,51,145,26,video16_2_2_shot13.jpg,640,360
text box,410,283,163,23,video16_2_2_shot13.jpg,640,360
picture,238,275,159,62,video16_2_2_shot13.jpg,640,360
text box,265,125,344,43,video16_3_2_shot7.jpg,640,360
text box,266,177,333,40,video16_3_2_shot7.jpg,640,360
text box,266,266,348,43,video16_3_2_shot7.jpg,640,360
text box,267,230,353,30,video16_3_2_shot7.jpg,640,360
title,321,39,239,62,video16_3_2_shot7.jpg,640,360
instructor,62,22,189,337,video16_3_2_shot7.jpg,640,360
text box,307,148,275,54,video16_3_2_shot21.jpg,640,360
instructor,61,21,180,340,video16_3_2_shot21.jpg,640,360
text box,252,112,370,45,video16_3_2_shot24.jpg,640,360
text box,252,225,384,31,video16_3_2_shot24.jpg,640,360
text box,252,266,376,45,video16_3_2_shot24.jpg,640,360
text box,253,169,358,43,video16_3_2_shot24.jpg,640,360
title,264,35,216,62,video16_3_2_shot24.jpg,640,360
instructor,59,18,169,343,video16_3_2_shot24.jpg,640,360
text box,311,114,224,48,video16_3_3_shot12.jpg,640,360
text box,311,185,309,46,video16_3_3_shot12.jpg,640,360
text box,311,252,256,51,video16_3_3_shot12.jpg,640,360
title,314,48,159,33,video16_3_3_shot12.jpg,640,360
instructor,54,23,182,335,video16_3_3_shot12.jpg,640,360
table,240,65,382,272,video16_3_4_shot11.jpg,640,360
title,250,32,325,23,video16_3_4_shot11.jpg,640,360
instructor,57,21,188,337,video16_3_4_shot11.jpg,640,360
text box,336,233,214,48,video16_3_4_shot23.jpg,640,360
text box,345,75,193,49,video16_3_4_shot23.jpg,640,360
instructor,61,20,173,338,video16_3_4_shot23.jpg,640,360
title,288,137,262,86,video16_3_5_shot0.jpg,640,360
instructor,57,23,186,335,video16_3_5_shot0.jpg,640,360
picture,250,62,352,78,video16_3_6_shot6.jpg,640,360
text box,257,182,104,102,video16_3_6_shot6.jpg,640,360
text box,490,178,109,107,video16_3_6_shot6.jpg,640,360
instructor,62,17,189,342,video16_3_6_shot6.jpg,640,360
text box,241,240,252,40,video16_3_7_shot8.jpg,640,360
text box,242,111,187,42,video16_3_7_shot8.jpg,640,360
text box,242,164,149,69,video16_3_7_shot8.jpg,640,360
title,243,42,299,48,video16_3_7_shot8.jpg,640,360
picture,520,155,44,44,video16_3_7_shot8.jpg,640,360
picture,532,251,45,46,video16_3_7_shot8.jpg,640,360
picture,576,104,44,48,video16_3_7_shot8.jpg,640,360
picture,581,198,46,43,video16_3_7_shot8.jpg,640,360
instructor,59,17,177,340,video16_3_7_shot8.jpg,640,360
footer,240,294,77,31,video16_3_7_shot8.jpg,640,360
picture,273,221,45,46,video16_3_7_shot11.jpg,640,360
picture,276,141,45,49,video16_3_7_shot11.jpg,640,360
title,278,52,311,51,video16_3_7_shot11.jpg,640,360
text box,325,154,78,24,video16_3_7_shot11.jpg,640,360
text box,325,232,60,24,video16_3_7_shot11.jpg,640,360
picture,462,144,45,47,video16_3_7_shot11.jpg,640,360
picture,462,220,45,49,video16_3_7_shot11.jpg,640,360
text box,517,156,70,22,video16_3_7_shot11.jpg,640,360
text box,518,233,50,24,video16_3_7_shot11.jpg,640,360
instructor,59,17,184,342,video16_3_7_shot11.jpg,640,360
footer,240,294,77,31,video16_3_7_shot11.jpg,640,360
picture,231,32,398,265,video16_3_9_shot10.jpg,640,360
text box,310,309,239,29,video16_3_9_shot10.jpg,640,360
instructor,43,20,179,337,video16_3_9_shot10.jpg,640,360
text box,215,66,234,109,video16_3_9_shot18.jpg,640,360
text box,222,190,233,91,video16_3_9_shot18.jpg,640,360
footer,233,324,118,22,video16_3_9_shot18.jpg,640,360
title,332,34,196,17,video16_3_9_shot18.jpg,640,360
picture,462,194,166,117,video16_3_9_shot18.jpg,640,360
picture,462,70,166,113,video16_3_9_shot18.jpg,640,360
instructor,49,20,182,337,video16_3_9_shot18.jpg,640,360
text box,242,36,386,48,video16_3_9_shot39.jpg,640,360
text box,243,181,388,54,video16_3_9_shot39.jpg,640,360
text box,243,298,386,18,video16_3_9_shot39.jpg,640,360
instructor,39,21,179,339,video16_3_9_shot39.jpg,640,360
text box,315,212,267,69,video16_3_9_shot40.jpg,640,360
text box,316,86,153,65,video16_3_9_shot40.jpg,640,360
instructor,44,20,180,337,video16_3_9_shot40.jpg,640,360
text box,247,114,379,51,video16_3_9_shot41.jpg,640,360
text box,247,198,324,50,video16_3_9_shot41.jpg,640,360
instructor,46,21,173,336,video16_3_9_shot41.jpg,640,360
diagram,236,121,130,150,video16_4_1_shot8.jpg,640,360
diagram,389,105,100,165,video16_4_1_shot8.jpg,640,360
instructor,41,13,183,346,video16_4_1_shot8.jpg,640,360
diagram,514,125,117,145,video16_4_1_shot8.jpg,640,360
picture,231,72,406,214,video16_4_1_shot12.jpg,640,360
title,243,29,93,24,video16_4_1_shot12.jpg,640,360
footer,264,305,38,11,video16_4_1_shot12.jpg,640,360
instructor,43,19,210,338,video16_4_1_shot12.jpg,640,360
footer,481,295,89,33,video16_4_1_shot12.jpg,640,360
text box,271,105,348,156,video16_4_1_shot17.jpg,640,360
instructor,46,14,188,343,video16_4_1_shot17.jpg,640,360
text box,333,76,220,202,video16_4_1_shot20.jpg,640,360
instructor,45,15,203,342,video16_4_1_shot20.jpg,640,360
text box,259,76,367,210,video16_4_2_shot11.jpg,640,360
instructor,49,13,174,344,video16_4_2_shot11.jpg,640,360
diagram,266,74,338,259,video16_4_2_shot14.jpg,640,360
title,279,31,329,28,video16_4_2_shot14.jpg,640,360
instructor,56,13,181,346,video16_4_2_shot14.jpg,640,360
text box,270,126,357,49,video16_4_2_shot20.jpg,640,360
text box,270,198,340,22,video16_4_2_shot20.jpg,640,360
text box,270,241,358,23,video16_4_2_shot20.jpg,640,360
title,298,56,139,38,video16_4_2_shot20.jpg,640,360
instructor,49,17,183,343,video16_4_2_shot20.jpg,640,360
footer,227,304,65,28,video16_4_3_shot3.jpg,640,360
diagram,289,84,269,209,video16_4_3_shot3.jpg,640,360
title,311,45,239,24,video16_4_3_shot3.jpg,640,360
instructor,41,16,172,343,video16_4_3_shot3.jpg,640,360
diagram,225,95,409,239,video16_4_3_shot16.jpg,640,360
picture,228,25,207,67,video16_4_3_shot16.jpg,640,360
instructor,35,14,187,346,video16_4_3_shot16.jpg,640,360
title,459,37,151,45,video16_4_3_shot16.jpg,640,360
text box,270,252,345,24,video16_4_3_shot26.jpg,640,360
text box,270,116,328,48,video16_4_3_shot26.jpg,640,360
text box,270,183,337,53,video16_4_3_shot26.jpg,640,360
title,297,52,92,27,video16_4_3_shot26.jpg,640,360
instructor,45,15,192,345,video16_4_3_shot26.jpg,640,360
title,250,45,305,22,video16_4_4_shot5.jpg,640,360
diagram,258,88,361,229,video16_4_4_shot5.jpg,640,360
instructor,43,16,183,343,video16_4_4_shot5.jpg,640,360
diagram,226,96,407,210,video16_4_4_shot11.jpg,640,360
title,249,69,119,14,video16_4_4_shot11.jpg,640,360
instructor,26,26,218,334,video16_4_4_shot11.jpg,640,360
table,240,73,376,139,video16_4_5_shot3.jpg,640,360
text box,245,238,263,45,video16_4_5_shot3.jpg,640,360
title,286,28,284,17,video16_4_5_shot3.jpg,640,360
instructor,41,12,194,348,video16_4_5_shot3.jpg,640,360
footer,235,314,115,21,video16_4_5_shot3.jpg,640,360
chart,244,119,355,156,video16_4_5_shot4.jpg,640,360
footer,235,314,115,21,video16_4_5_shot4.jpg,640,360
title,289,30,277,15,video16_4_5_shot4.jpg,640,360
instructor,45,15,199,345,video16_4_5_shot4.jpg,640,360
title,272,146,341,96,video16_4_6_shot4.jpg,640,360
instructor,43,15,201,346,video16_4_6_shot4.jpg,640,360
chart,242,40,383,286,video16_4_6_shot8.jpg,640,360
instructor,55,17,194,343,video16_4_6_shot8.jpg,640,360
chart,243,48,372,257,video16_4_6_shot9.jpg,640,360
instructor,40,15,190,345,video16_4_6_shot9.jpg,640,360
title,239,38,395,18,video16_4_6_shot11.jpg,640,360
text box,239,62,158,13,video16_4_6_shot11.jpg,640,360
chart,240,101,146,97,video16_4_6_shot11.jpg,640,360
chart,247,230,139,94,video16_4_6_shot11.jpg,640,360
chart,444,229,149,96,video16_4_6_shot11.jpg,640,360
chart,447,101,147,98,video16_4_6_shot11.jpg,640,360
instructor,41,14,189,345,video16_4_6_shot11.jpg,640,360
chart,260,198,371,138,video16_4_6_shot13.jpg,640,360
table,282,102,267,65,video16_4_6_shot13.jpg,640,360
title,306,37,303,38,video16_4_6_shot13.jpg,640,360
instructor,50,15,211,346,video16_4_6_shot13.jpg,640,360
chart,241,142,127,147,video16_4_6_shot19.jpg,640,360
title,270,53,271,18,video16_4_6_shot19.jpg,640,360
chart,381,144,119,143,video16_4_6_shot19.jpg,640,360
instructor,50,13,249,347,video16_4_6_shot19.jpg,640,360
chart,513,143,120,145,video16_4_6_shot19.jpg,640,360
text box,267,129,357,17,video16_4_6_shot29.jpg,640,360
text box,268,244,300,17,video16_4_6_shot29.jpg,640,360
text box,268,282,333,17,video16_4_6_shot29.jpg,640,360
text box,268,204,345,19,video16_4_6_shot29.jpg,640,360
text box,267,167,321,17,video16_4_6_shot29.jpg,640,360
title,297,61,139,31,video16_4_6_shot29.jpg,640,360
instructor,42,17,185,343,video16_4_6_shot29.jpg,640,360
header,15,19,209,31,video17_3_1_shot17.jpg,646,364
picture,157,72,351,280,video17_3_1_shot17.jpg,646,364
title,195,49,256,20,video17_3_1_shot17.jpg,646,364
footer,36,314,133,16,video17_3_1_shot17.jpg,646,364
header,13,17,211,35,video17_3_2_shot5.jpg,646,364
picture,162,68,345,281,video17_3_2_shot5.jpg,646,364
title,20,63,244,23,video17_3_2_shot5.jpg,646,364
footer,35,315,134,14,video17_3_2_shot5.jpg,646,364
header,14,18,209,33,video17_3_2_shot6.jpg,646,364
picture,145,59,363,284,video17_3_2_shot6.jpg,646,364
title,83,60,117,24,video17_3_2_shot6.jpg,646,364
footer,35,315,134,14,video17_3_2_shot6.jpg,646,364
header,13,19,211,33,video17_3_2_shot17.jpg,646,364
picture,169,77,328,272,video17_3_2_shot17.jpg,646,364
title,217,53,213,20,video17_3_2_shot17.jpg,646,364
footer,35,315,134,14,video17_3_2_shot17.jpg,646,364
picture,120,23,421,320,video17_4_1_shot26.jpg,646,364
header,13,18,210,33,video17_4_1_shot26.jpg,646,364
footer,35,315,134,14,video17_4_1_shot26.jpg,646,364
header,14,19,209,32,video17_5_2_shot10.jpg,646,364
title,252,19,149,27,video17_5_2_shot10.jpg,646,364
footer,36,313,135,15,video17_5_2_shot10.jpg,646,364
picture,93,90,465,187,video17_5_2_shot10.jpg,646,364
header,15,21,208,29,video17_5_2_shot12.jpg,646,364
title,252,21,149,23,video17_5_2_shot12.jpg,646,364
footer,36,314,133,16,video17_5_2_shot12.jpg,646,364
picture,95,94,461,197,video17_5_2_shot12.jpg,646,364
header,14,19,209,31,video17_5_3_shot10.jpg,646,364
picture,177,101,303,147,video17_5_3_shot10.jpg,646,364
footer,65,324,177,14,video17_5_3_shot10.jpg,646,364
header,14,19,209,32,video17_6_1_shot25.jpg,646,364
picture,145,44,377,311,video17_6_1_shot25.jpg,646,364
footer,35,314,134,15,video17_6_1_shot25.jpg,646,364
text box,137,180,365,24,video18_1_4_shot0.jpg,640,360
text box,193,145,252,23,video18_1_4_shot0.jpg,640,360
text box,116,302,426,21,video18_1_4_shot4.jpg,640,360
text box,184,31,294,240,video18_1_4_shot4.jpg,640,360
title,177,41,286,29,video18_1_10_shot3.jpg,640,360
text box,301,172,31,23,video18_1_10_shot3.jpg,640,360
picture,371,153,163,57,video18_1_10_shot3.jpg,640,360
picture,75,147,193,63,video18_1_10_shot3.jpg,640,360
picture,249,189,123,127,video18_1_10_shot4.jpg,640,360
title,268,41,105,29,video18_1_10_shot4.jpg,640,360
text box,52,97,535,62,video18_1_10_shot4.jpg,640,360
diagram,45,51,567,233,video18_1_10_shot5.jpg,640,360
title,14,8,534,65,video18_1_10_shot18.jpg,640,360
text box,17,86,582,76,video18_1_10_shot18.jpg,640,360
text box,19,277,425,47,video18_1_10_shot18.jpg,640,360
text box,20,188,581,62,video18_1_10_shot18.jpg,640,360
title,112,130,417,51,video18_1_11_shot0.jpg,640,360
text box,54,210,534,21,video18_1_11_shot0.jpg,640,360
picture,218,129,60,27,video18_1_11_shot18.jpg,640,360
picture,237,232,65,24,video18_1_11_shot18.jpg,640,360
picture,284,81,72,29,video18_1_11_shot18.jpg,640,360
picture,289,281,77,19,video18_1_11_shot18.jpg,640,360
picture,293,172,46,29,video18_1_11_shot18.jpg,640,360
picture,338,233,130,18,video18_1_11_shot18.jpg,640,360
picture,390,172,41,35,video18_1_11_shot18.jpg,640,360
picture,429,280,68,21,video18_1_11_shot18.jpg,640,360
text box,47,100,171,19,video18_1_11_shot18.jpg,640,360
text box,49,148,92,18,video18_1_11_shot18.jpg,640,360
text box,49,247,117,18,video18_1_11_shot18.jpg,640,360
title,49,39,220,34,video18_1_11_shot18.jpg,640,360
text box,50,197,157,17,video18_1_11_shot18.jpg,640,360
text box,51,295,156,20,video18_1_11_shot18.jpg,640,360
figure,77,208,266,93,video18_2_1_shot2.jpg,640,360
figure,81,67,464,124,video18_2_1_shot2.jpg,640,360
table,89,6,459,347,video18_2_2_shot7.jpg,640,360
text box,152,203,336,23,video18_2_4_shot0.jpg,640,360
title,33,148,575,29,video18_2_4_shot0.jpg,640,360
footer,103,312,317,47,video18_2_4_shot2.jpg,640,360
